Component ID,Component Type,Component Age,Component Specifications,Maintenance Activity,Maintenance Duration,Temperature,Vibration,Pressure,Voltage,Failure Causes,Humidity,Failure History,Maintenance Cost,Rainfall,Mean Time to Repair
C378,Insulator,3,Polystyrene,"['p3', 'c3', 'c2']",7,39.6,0.2,1012,24,Overloading,55,['F1'],10498,0.9,2
C379,Brakes,1,Hydraulic Brakes,"['p3', 'c1', 'c2']",8,39.6,0.2,1012,24,Lack of Lubrication,60,['F3'],7377,0.3,6
C380,Gasket,9,Asbestos,"['p3', 'c1', 'p2']",8,26.6,0.4,1014,24,Fatigue,63,"['F1', 'F2', 'F3', 'F4']",10358,0.7,2
C381,Gear,3,Alloy Steel,['p2'],7,25.8,0.4,1012,24,Mechanical Faults,57,"['F1', 'F2', 'F3']",5407,0.9,5
C382,Cylinder,8,150 mm,['c3'],1,31.1,0.3,1015,24,Wear and Tear,60,"['F1', 'F2', 'F3', 'F4']",7142,0.2,6
C383,Panel,6,IP65,"['c1', 'c3', 'p3']",4,26.7,0.4,1019,24,Corrosion,64,['F1'],11114,0.5,3
C384,Brake Pad,5,,"['c2', 'p1', 'p3']",5,36.4,0.1,1019,24,Corrosion,64,"['F1', 'F2', 'F3', 'F4']",7256,0.2,10
C385,Capacitor,8,1000 µF,"['p2', 'c2']",6,26.3,0.5,1010,24,Fatigue,59,['F2'],6379,0.4,8
C386,Component Type,2,,['c1'],4,36,0.3,1020,24,Electrical Faults,57,['F4'],6193,0.6,5
C387,Cylinder,8,100 mm,['c3'],8,25.2,0.2,1015,24,Overloading,58,"['F1', 'F2', 'F3', 'F4']",7981,0.8,2
C388,Transformer,2,5000 KVA,"['p2', 'c1']",6,36.5,0.5,1016,24,Fatigue,63,"['F2', 'F3', 'F4']",7236,0.6,7
C389,Bogie,9,300 tons,"['c1', 'c2', 'p2']",6,31.8,0.5,1014,24,Corrosion,66,"['F2', 'F4']",6766,0.2,10
C390,Insulator,3,Polystyrene,['c3'],3,27.9,0.2,1012,24,Mechanical Faults,59,"['F1', 'F2', 'F3', 'F4']",5754,0.4,6
C391,Lighting,7,LED 5000 luminious flux,"['c1', 'p2', 'c3']",6,39.7,0.4,1017,24,Wear and Tear,60,"['F1', 'F2', 'F3']",11230,0.4,2
C392,Fuse,7,,['c2'],4,27.1,0.4,1017,24,Mechanical Faults,56,"['F1', 'F2', 'F3', 'F4']",11579,0.1,4
C393,Throttle,6,Manual,"['c3', 'p1']",4,27.2,0.5,1018,24,Overloading,60,"['F3', 'F4']",7266,0.5,7
C394,Insulator,8,Porcelain,['c1'],6,30.9,0.1,1012,24,Lack of Lubrication,59,"['F1', 'F4']",9541,0.9,4
C395,Pantograph,8,Copper,"['c2', 'c1', 'p2']",4,33,0.5,1014,24,Wear and Tear,63,"['F1', 'F2', 'F3', 'F4']",11080,0.1,7
C396,Bearings,2,Lubricated Bearings,['p3'],3,38.7,0.1,1018,24,Overloading,60,"['F1', 'F2', 'F3', 'F4']",11866,0.7,6
C397,Coupler,10,Manual,['c2'],7,23.5,0.3,1016,24,Electrical Faults,60,"['F1', 'F2']",9230,0.1,6
C398,Axle,4,0.5 m,['c1'],8,29.1,0.3,1013,24,Wear and Tear,65,"['F1', 'F2', 'F3', 'F4']",7293,0.9,5
C399,Chain,2,20 mm,['c2'],1,23.8,0.1,1016,24,Electrical Faults,63,"['F1', 'F2', 'F3']",10767,0.1,9
C400,Component Type,1,,"['p2', 'c1', 'p3']",1,38.5,0.2,1013,24,Lack of Lubrication,64,"['F2', 'F3', 'F4']",6494,0.8,4
C401,Controller,6,24 V,['c1'],6,31.3,0.2,1013,24,Wear and Tear,61,"['F1', 'F2']",6991,0.2,7
C402,Valve,4,Pressure Valve,['p3'],7,33.8,0.2,1018,24,Corrosion,64,"['F1', 'F2', 'F3', 'F4']",8373,0.6,8
C403,Alternator,3,200 KVA,"['p2', 'c1', 'c2']",4,36.8,0.1,1010,24,Mechanical Faults,62,"['F2', 'F4']",5248,0.3,3
C404,Controller,3,48 V,['c2'],8,24.3,0.4,1010,24,Overloading,61,"['F2', 'F3', 'F4']",5668,0.1,10
C405,Insulator,2,Porcelain,"['p1', 'c1', 'p2']",1,27.2,0.3,1020,24,Wear and Tear,57,"['F1', 'F2']",5336,0.3,6
C406,Seal,10,Silicon,"['p1', 'p2']",6,33.5,0.1,1011,24,Electrical Faults,56,"['F1', 'F4']",8443,0.5,1
C407,Controller,4,24 V,['p2'],6,31.9,0.3,1016,24,Wear and Tear,56,"['F1', 'F2', 'F3', 'F4']",7559,0.8,2
C408,Clutch,1,,['p3'],5,32.1,0.3,1020,24,Corrosion,63,"['F2', 'F3', 'F4']",6627,0.9,1
C409,Chain,3,25.4 mm,['c3'],7,25.6,0.3,1019,24,Corrosion,63,"['F1', 'F2', 'F3']",7823,0.6,2
C410,Signaling,3,24 V,['p1'],6,37.5,0.2,1019,24,Electrical Faults,61,['F4'],5370,0.1,5
C411,Alternator,6,200 KVA,"['p2', 'c3', 'c1']",3,27.4,0.4,1017,24,Electrical Faults,57,"['F1', 'F2', 'F3', 'F4']",6916,0.7,4
C412,Seal,9,Carbon,['c2'],1,26,0.3,1020,24,Overloading,55,"['F1', 'F2']",9673,0.2,1
C413,Insulator,4,Polystyrene,"['p3', 'c2', 'c3']",4,24.7,0.1,1010,24,Overloading,63,"['F1', 'F2', 'F4']",7273,0.8,3
C414,Doors,10,Aluminium,"['p1', 'c1', 'p2']",6,26.6,0.3,1020,24,Electrical Faults,58,['F4'],10687,0.5,9
C415,Heat Exchanger,6,Cooling capacity 5000 BTU,"['p1', 'c2', 'c1']",2,28.9,0.2,1013,24,Lack of Lubrication,66,['F1'],11237,0.6,5
C416,Relay,2,Electrical,"['p1', 'c1']",7,38.5,0.5,1012,24,Overloading,55,['F2'],11478,0.1,1
C417,Capacitor,5,10000 µF,"['p2', 'c1']",7,31.1,0.4,1020,24,Overloading,56,"['F1', 'F2', 'F3']",11173,0.2,6
C418,Converter,3,220 V,"['p1', 'c2', 'c1']",3,37.1,0.2,1012,24,Corrosion,58,"['F1', 'F2', 'F3', 'F4']",9182,0.1,4
C419,Resistor,3,10 ohms,"['c3', 'p2']",3,25.8,0.4,1010,24,Corrosion,59,"['F1', 'F4']",6157,0.4,2
C420,Charger,6,100 V AC,['p3'],2,30.7,0.1,1013,24,Electrical Faults,66,['F2'],9824,0.6,3
C421,Battery,5,48 V,['p1'],6,35.8,0.3,1015,24,Electrical Faults,63,"['F1', 'F2', 'F3', 'F4']",11820,0.5,9
C422,Horn,8,200 db,['p1'],3,24.8,0.2,1015,24,Overloading,57,"['F1', 'F2', 'F3']",9880,0.4,1
C423,Engine,6,300 HP,"['p3', 'c1']",5,28,0.1,1016,24,Mechanical Faults,56,"['F1', 'F2', 'F3', 'F4']",7101,0.2,7
C424,Coupler,10,Manual,"['p1', 'c1', 'c2']",6,26.1,0.3,1016,24,Wear and Tear,58,['F3'],8441,0.2,10
C425,Pump,5,750 l/m,"['c1', 'c3', 'p2']",7,38.7,0.1,1018,24,Lack of Lubrication,59,['F4'],11569,0.5,5
C426,Transducer,3,,['p3'],5,23.8,0.1,1018,24,Lack of Lubrication,66,['F2'],6646,0.8,4
C427,Switch,9,Toggle,"['p3', 'c3', 'p1']",6,31.6,0.4,1010,24,Overloading,55,"['F1', 'F2', 'F3', 'F4']",11481,0.8,2
C428,Axle,9,1.5m,['c2'],7,31.9,0.3,1019,24,Overloading,59,"['F1', 'F2', 'F3', 'F4']",5360,0.1,3
C429,Coupling Rod,6,Alloy Steel,"['c1', 'p3', 'c3']",5,38.8,0.4,1020,24,Fatigue,63,"['F1', 'F2', 'F3', 'F4']",11058,0.5,6
C430,Relay,6,Electrical,['c2'],2,23.5,0.4,1017,24,Overloading,61,"['F2', 'F3']",7997,0.4,4
C431,Bogie,7,500 tons,"['p3', 'c3', 'c2']",8,32.6,0.3,1017,24,Overloading,60,"['F1', 'F2', 'F3', 'F4']",5492,0.8,4
C432,Insulator,1,Porcelain,['c3'],4,29.8,0.1,1019,24,Wear and Tear,64,"['F1', 'F3', 'F4']",10048,0.7,6
C433,Gasket,1,Sterlant,"['c1', 'p1', 'p3']",6,32.8,0.2,1013,24,Electrical Faults,56,"['F1', 'F2', 'F3', 'F4']",8676,0.5,7
C434,Track,4,Narrow Gauge,"['p1', 'c1']",4,32.5,0.4,1012,24,Lack of Lubrication,55,"['F2', 'F3']",11071,0.7,8
C435,Wheels,8,Steel,"['p2', 'c3']",1,38.3,0.2,1010,24,Overloading,65,"['F2', 'F4']",10973,0.2,9
C436,Pantograph,10,Aluminium,"['p1', 'c1', 'c2']",4,37.1,0.3,1016,24,Wear and Tear,64,"['F1', 'F2', 'F3', 'F4']",11869,0.7,5
C437,Sensors,7,Temperature,"['c3', 'p2', 'p3']",6,27.4,0.1,1010,24,Lack of Lubrication,60,['F2'],8521,0.2,9
C438,Inverter,7,200 V,['c3'],6,24,0.2,1015,24,Fatigue,60,['F2'],9294,0.7,3
C439,Filter,2,Air Filter,['c1'],3,29.8,0.3,1011,24,Mechanical Faults,55,"['F1', 'F3', 'F4']",10037,0.5,4
C440,Circuit Breaker,6,Magnetic,['c2'],5,25.9,0.2,1017,24,Lack of Lubrication,58,"['F1', 'F2', 'F3']",9768,0.3,7
C441,Gear,6,Carbon Steel,"['p3', 'p2']",7,33.1,0.2,1010,24,Overloading,61,"['F1', 'F2', 'F3', 'F4']",11607,0.9,2
C442,Switch,1,Toggle,['c2'],2,31.7,0.2,1016,24,Corrosion,56,"['F1', 'F2', 'F3', 'F4']",7251,0.1,5
C443,Alternator,8,200 KVA,"['c3', 'p1', 'c1']",6,33.5,0.1,1010,24,Lack of Lubrication,60,"['F1', 'F2', 'F4']",5452,0.1,10
C444,Axle,2,1.5m,"['p2', 'c3', 'c1']",2,23.5,0.1,1014,24,Overloading,58,"['F1', 'F3']",9790,0.8,10
C445,Belt,3,50 mm,['c3'],1,32.7,0.4,1010,24,Fatigue,58,"['F1', 'F4']",5577,0.5,8
C446,Controller,5,24 V,"['c2', 'c1']",5,27.2,0.1,1019,24,Lack of Lubrication,63,"['F3', 'F4']",11332,0.4,3
C447,Transformer,4,1000 KVA,['c3'],3,38.8,0.5,1019,24,Electrical Faults,57,"['F1', 'F2', 'F4']",10806,0.9,3
C448,Bearings,4,Ball Bearings,"['c3', 'c1']",1,29,0.4,1010,24,Overloading,55,['F1'],11995,0.7,1
C449,Wheelset,5,,"['c2', 'p3']",6,24,0.4,1015,24,Corrosion,59,"['F1', 'F2', 'F4']",9539,0.2,7
C450,Cooling Fan,3,1000 RPM,"['c2', 'p2']",2,37.9,0.4,1015,24,Overloading,66,"['F1', 'F2', 'F3', 'F4']",11887,0.6,9
C451,Belt,7,100 mm,"['c2', 'c3']",2,28.7,0.2,1011,24,Mechanical Faults,64,"['F2', 'F4']",7356,0.9,8
C452,Air Compressor,2,1000 l,['c3'],1,28.2,0.1,1013,24,Wear and Tear,59,['F1'],7313,0.6,6
C453,Lighting,7,LED 6000 luminious flux,"['p2', 'c1', 'c2']",3,32.1,0.5,1017,24,Wear and Tear,66,['F2'],7610,0.5,6
C454,Component Type,2,,"['p3', 'p2']",5,37.4,0.3,1020,24,Overloading,55,"['F3', 'F4']",7541,0.5,1
C455,Throttle,2,Manual,['c3'],8,30.7,0.4,1018,24,Electrical Faults,61,"['F1', 'F2', 'F3', 'F4']",10828,0.8,2
C456,Capacitor,7,5000 µF,"['c2', 'c3']",8,30.6,0.5,1017,24,Overloading,62,"['F2', 'F4']",9758,0.2,7
C457,Seal,10,Silicon,"['c1', 'p3']",5,30.1,0.1,1011,24,Electrical Faults,58,['F3'],7650,0.4,4
C458,Track,1,Narrow Gauge,"['c2', 'p3']",8,27.6,0.1,1020,24,Fatigue,66,"['F2', 'F4']",5887,0.6,6
C459,Cylinder,6,100 mm,"['p3', 'c2', 'p2']",5,25.3,0.5,1019,24,Electrical Faults,64,['F1'],10049,0.8,5
C460,Horn,6,200 db,['p2'],1,33.8,0.2,1017,24,Fatigue,63,"['F1', 'F3', 'F4']",7167,0.2,6
C461,Signaling,7,24 V,['c3'],5,27.5,0.4,1012,24,Electrical Faults,60,"['F1', 'F3', 'F4']",6258,0.4,6
C462,Charger,1,100 V AC,"['c3', 'c1', 'p1']",3,29.7,0.2,1016,24,Overloading,60,"['F3', 'F4']",9374,0.8,3
C463,Track,5,Standard Gauge,"['p2', 'p3']",4,28.5,0.5,1014,24,Wear and Tear,61,['F2'],10020,0.2,8
C464,Wheelset,7,,"['p3', 'c1']",4,33,0.1,1011,24,Electrical Faults,64,['F1'],8061,0.2,7
C465,Converter,9,220 V,"['c3', 'p3', 'p2']",1,29.5,0.3,1020,24,Mechanical Faults,61,['F1'],6650,0.5,4
C466,Filter,9,Air Filter,"['c1', 'c3', 'p2']",3,29.6,0.3,1018,24,Overloading,61,"['F1', 'F2', 'F3', 'F4']",11300,0.6,9
C467,Chain,10,30.2 mm,"['p3', 'c2']",7,31.8,0.3,1017,24,Corrosion,56,"['F1', 'F2', 'F3', 'F4']",10451,0.4,2
C468,Pump,2,500 l/m,['c1'],5,26.5,0.3,1012,24,Overloading,55,"['F2', 'F3', 'F4']",10386,0.5,8
C469,Roller,9,100 mm diamter,"['c1', 'c3']",7,27.4,0.4,1014,24,Corrosion,55,"['F1', 'F3', 'F4']",7721,0.5,1
C470,Coupling Rod,10,Carbon Steel,"['c1', 'p1']",1,24,0.1,1018,24,Overloading,61,['F3'],11295,0.5,1
C471,Axle,7,1.5m,['p2'],7,25.6,0.5,1017,24,Lack of Lubrication,60,"['F2', 'F3', 'F4']",5706,0.4,4
C472,Clutch,8,Friction Clutch,['p2'],4,37.2,0.1,1020,24,Corrosion,57,['F1'],8812,0.8,2
C473,Transformer,5,3000 KVA,['p2'],7,30.8,0.3,1018,24,Fatigue,62,"['F1', 'F2', 'F3']",11852,0.9,2
C474,Transducer,7,,"['p1', 'c3', 'p2']",7,32.8,0.4,1018,24,Fatigue,64,"['F1', 'F2']",5423,0.3,6
C475,Transformer,6,1000 KVA,"['p1', 'c3']",8,39.7,0.4,1014,24,Wear and Tear,64,"['F2', 'F4']",11063,0.2,4
C476,Belt,5,150 mm,['p2'],2,27.5,0.2,1013,24,Corrosion,64,['F4'],8079,0.7,2
C477,Roller,6,100 mm diamter,['p1'],4,38.1,0.2,1018,24,Electrical Faults,66,"['F1', 'F2', 'F3', 'F4']",8880,0.6,5
C478,Converter,2,220 V,"['c1', 'c2', 'p3']",7,36.4,0.3,1010,24,Wear and Tear,61,"['F2', 'F3', 'F4']",7846,0.7,8
C479,Wheelset,3,Steel,['c3'],1,34.4,0.4,1014,24,Mechanical Faults,58,['F2'],7595,0.3,4
C480,Fuse,8,,"['p1', 'c1']",2,37.6,0.5,1018,24,Overloading,56,"['F1', 'F2', 'F3', 'F4']",9697,0.4,4
C481,Charger,9,220 V AC,"['c2', 'c1', 'p3']",6,31.3,0.2,1014,24,Fatigue,57,"['F2', 'F3']",11723,0.6,5
C482,Seal,1,Silicon,"['p3', 'p1']",6,29.3,0.4,1013,24,Corrosion,55,['F2'],11627,0.5,2
C483,Heat Exchanger,3,Cooling capacity 6000 BTU,"['c2', 'c3', 'p2']",8,24,0.2,1020,24,Electrical Faults,66,"['F3', 'F4']",7426,0.3,1
C484,Sensors,9,Pressure,"['c1', 'c3']",3,28.9,0.4,1017,24,Overloading,66,['F2'],5475,0.8,9
C485,Gear,3,Alloy Steel,"['c2', 'c3', 'p1']",4,31.4,0.2,1016,24,Overloading,59,"['F1', 'F3']",6741,0.7,2
C486,Brake Pad,6,Composite,['c1'],7,24.6,0.5,1020,24,Overloading,58,"['F2', 'F4']",11809,0.3,7
C487,Axle,2,0.5 m,"['c2', 'p2']",8,25.1,0.4,1016,24,Overloading,66,"['F1', 'F3', 'F4']",8367,0.8,8
C488,Bogie,9,300 tons,"['p3', 'p1', 'c3']",5,25.2,0.1,1012,24,Corrosion,55,"['F1', 'F2', 'F3', 'F4']",6414,0.8,3
C489,Valve,4,Solenoid Valve,['c3'],2,24,0.4,1014,24,Overloading,60,"['F1', 'F2', 'F3', 'F4']",6578,0.6,7
C490,Switch,6,Toggle,"['c1', 'p2', 'c2']",1,32.4,0.5,1011,24,Fatigue,65,"['F2', 'F3', 'F4']",8041,0.5,1
C491,Air Compressor,6,2000 l,"['p2', 'c1', 'c3']",6,29.7,0.5,1012,24,Lack of Lubrication,66,"['F1', 'F3']",7139,0.1,3
C492,Gasket,4,Asbestos,['p2'],4,27.8,0.4,1013,24,Overloading,57,"['F1', 'F3']",10317,0.1,4
C493,Shaft,6,Carbon Steel,"['c2', 'c3', 'c1']",4,24.8,0.2,1012,24,Corrosion,64,"['F3', 'F4']",10492,0.4,1
C494,Wheelset,4,Iron,"['p2', 'c1']",7,37.4,0.2,1011,24,Mechanical Faults,60,"['F1', 'F2', 'F3']",10345,0.1,7
C495,Sensors,10,Vibration,"['p3', 'p1']",6,36.9,0.5,1010,24,Electrical Faults,63,"['F2', 'F3', 'F4']",7617,0.1,8
C496,Heat Exchanger,8,Cooling capacity 10000 BTU,"['p3', 'c3', 'p1']",5,36.5,0.4,1010,24,Lack of Lubrication,66,['F4'],9451,0.4,9
C497,Switch,7,,"['c2', 'p3']",8,34.3,0.5,1015,24,Lack of Lubrication,62,"['F1', 'F2', 'F3', 'F4']",11328,0.3,5
C498,Throttle,9,,"['p3', 'p2', 'c2']",5,26.6,0.4,1016,24,Overloading,55,['F1'],8686,0.8,4
C499,Clutch,6,Friction Clutch,"['c1', 'p1']",2,34.5,0.2,1018,24,Overloading,57,"['F1', 'F2', 'F3']",6322,0.1,3
C500,Bogie,4,200 tons,['c2'],1,29.5,0.1,1018,24,Electrical Faults,58,"['F2', 'F4']",10783,0.8,6
C501,Engine,7,4 Stroke,"['p1', 'p2']",8,27.4,0.5,1018,24,Overloading,62,"['F2', 'F3', 'F4']",7363,0.2,1
C502,Transformer,8,5000 KVA,"['c3', 'c2', 'c1']",3,34.9,0.5,1014,24,Wear and Tear,57,"['F1', 'F2', 'F3', 'F4']",10837,0.2,5
C503,Throttle,9,,['c1'],7,33.5,0.5,1010,24,Mechanical Faults,65,"['F1', 'F2', 'F3', 'F4']",7267,0.8,5
C504,Sensors,4,Temperature,['p3'],5,27.7,0.4,1017,24,Mechanical Faults,60,"['F3', 'F4']",9743,0.7,6
C505,Capacitor,10,5000 µF,"['c2', 'p2', 'p1']",8,36.5,0.5,1019,24,Wear and Tear,62,"['F1', 'F2', 'F3']",8289,0.3,2
C506,Relay,2,Electrical,"['p2', 'c1', 'c2']",6,29.2,0.4,1017,24,Fatigue,59,"['F3', 'F4']",11962,0.9,4
C507,Insulator,8,Polystyrene,"['p3', 'p2']",1,30.2,0.3,1010,24,Wear and Tear,61,"['F1', 'F2', 'F4']",11298,0.4,5
C508,Belt,2,100 mm,"['p2', 'p3']",7,31.7,0.2,1013,24,Lack of Lubrication,57,"['F1', 'F2', 'F3', 'F4']",6937,0.8,9
C509,Shaft,2,Stainless Steel,"['p3', 'p2', 'p1']",5,39.3,0.1,1016,24,Electrical Faults,62,"['F1', 'F2', 'F4']",6725,0.3,9
C510,Capacitor,10,5000 µF,"['p1', 'c1']",1,33.9,0.3,1012,24,Corrosion,66,"['F2', 'F3', 'F4']",5890,0.5,8
C511,Motor,4,10 kW,['c3'],4,31.6,0.5,1019,24,Fatigue,59,['F1'],11836,0.9,6
C512,Bogie,5,300 tons,"['p2', 'c2', 'p1']",6,32.2,0.5,1017,24,Fatigue,63,['F4'],8352,0.3,6
C513,Air Compressor,6,1000 l,"['c3', 'p1', 'p2']",2,29.7,0.4,1020,24,Fatigue,60,"['F1', 'F2']",8817,0.6,1
C514,Alternator,1,400 KVA,"['c2', 'p1']",2,29.5,0.4,1016,24,Wear and Tear,62,"['F1', 'F3']",8854,0.2,3
C515,Gasket,4,Rubber,"['c1', 'c2', 'p3']",5,38.4,0.5,1010,24,Electrical Faults,61,['F3'],11912,0.9,3
C516,Wheelset,2,,['c3'],7,24.1,0.1,1010,24,Lack of Lubrication,60,"['F1', 'F2', 'F3']",6706,0.2,5
C517,Resistor,7,50 ohms,"['p2', 'p3', 'c2']",2,26.1,0.5,1019,24,Wear and Tear,65,['F4'],8969,0.8,2
C518,Alternator,4,400 KVA,"['c1', 'c2']",6,29.7,0.3,1020,24,Wear and Tear,65,"['F2', 'F4']",9682,0.8,3
C519,Engine,10,300 HP,"['c1', 'p1', 'p2']",5,29.1,0.1,1020,24,Corrosion,55,"['F1', 'F3', 'F4']",10713,0.5,5
C520,Chain,3,20 mm,"['c2', 'p1', 'p2']",5,33.5,0.4,1020,24,Overloading,63,"['F1', 'F2', 'F3', 'F4']",11457,0.7,6
C521,Capacitor,8,1000 µF,['p3'],8,38.6,0.2,1014,24,Electrical Faults,65,['F3'],7892,0.9,7
C522,Inverter,8,200 V,['p2'],3,31.8,0.5,1015,24,Electrical Faults,64,['F3'],6948,0.7,4
C523,Air Compressor,10,1000 l,"['c1', 'c2']",3,25.3,0.3,1014,24,Overloading,58,"['F1', 'F2', 'F4']",6096,0.5,10
C524,Component Type,3,,['p1'],4,31.4,0.5,1017,24,Electrical Faults,59,"['F1', 'F2', 'F3', 'F4']",10162,0.2,10
C525,Fuse,9,100 A,"['p3', 'c1', 'p1']",3,36.5,0.4,1012,24,Fatigue,57,"['F1', 'F2', 'F3', 'F4']",6944,0.3,9
C526,Alternator,5,200 KVA,['p2'],4,37.4,0.1,1016,24,Corrosion,58,"['F1', 'F2', 'F3', 'F4']",6791,0.7,6
C527,Lighting,2,LED 5000 luminious flux,"['p2', 'p3']",7,35.6,0.3,1013,24,Corrosion,59,"['F1', 'F2', 'F3', 'F4']",6499,0.9,7
C528,Gear,3,Stainless Steel,['p2'],4,27.9,0.2,1017,24,Wear and Tear,59,"['F2', 'F3', 'F4']",10282,0.5,3
C529,Valve,6,Solenoid Valve,"['c2', 'p2']",1,30,0.1,1013,24,Overloading,62,"['F1', 'F2', 'F4']",7535,0.1,8
C530,Brake Pad,3,Composite,"['c1', 'p3', 'c3']",5,30.4,0.5,1011,24,Lack of Lubrication,65,"['F1', 'F2', 'F3', 'F4']",6884,0.9,9
C531,Filter,5,,['c2'],2,27.1,0.5,1014,24,Lack of Lubrication,56,"['F1', 'F2', 'F3', 'F4']",10121,0.2,1
C532,Pump,5,750 l/m,['p1'],1,35.5,0.2,1019,24,Mechanical Faults,64,['F2'],9601,0.3,7
C533,Brakes,6,Disc Brakes,"['p2', 'p1']",7,26.5,0.2,1019,24,Overloading,66,['F1'],5737,0.5,7
C534,Wheelset,9,Steel,"['c2', 'c1', 'c3']",4,29.5,0.4,1014,24,Electrical Faults,65,['F2'],9994,0.4,1
C535,Bearings,9,Lubricated Bearings,['p3'],7,35.8,0.1,1020,24,Electrical Faults,66,"['F1', 'F2', 'F3']",7126,0.8,2
C536,Inverter,8,500 V,"['p3', 'c3']",5,30.9,0.2,1011,24,Mechanical Faults,60,"['F3', 'F4']",6741,0.4,4
C537,Axle,4,0.5 m,['p1'],3,38.8,0.4,1012,24,Corrosion,60,"['F1', 'F2', 'F3']",8759,0.9,7
C538,Gasket,5,Sterlant,"['p3', 'c2']",6,25.3,0.5,1013,24,Lack of Lubrication,65,"['F2', 'F3', 'F4']",8994,0.5,3
C539,Brakes,7,Disc Brakes,"['c1', 'p2']",7,38.5,0.4,1020,24,Overloading,56,"['F1', 'F2', 'F3', 'F4']",8281,0.2,7
C540,Horn,7,200 db,['c2'],7,32.3,0.2,1015,24,Corrosion,63,['F3'],10164,0.3,5
C541,Insulator,9,Polystyrene,"['p1', 'p2', 'c3']",7,34.7,0.5,1015,24,Lack of Lubrication,64,['F2'],7042,0.9,4
C542,Battery,10,48 V,"['c3', 'p2', 'p3']",5,32,0.2,1015,24,Wear and Tear,62,"['F1', 'F3', 'F4']",7762,0.6,3
C543,Roller,8,100 mm diamter,['c3'],4,31,0.4,1020,24,Lack of Lubrication,59,['F3'],8677,0.7,10
C544,Gear,3,Stainless Steel,"['c2', 'p2', 'p3']",5,38.9,0.3,1016,24,Corrosion,65,"['F2', 'F4']",9174,0.2,5
C545,Cylinder,10,100 mm,"['c3', 'c1']",8,25.1,0.5,1016,24,Corrosion,57,['F1'],8017,0.6,1
C546,Coupler,10,Manual,"['p1', 'p3', 'c1']",1,35.2,0.3,1018,24,Electrical Faults,60,"['F1', 'F2', 'F3', 'F4']",5854,0.6,8
C547,Cooling Fan,9,500 RPM,"['p2', 'p3', 'c2']",5,39,0.2,1019,24,Overloading,64,"['F1', 'F2', 'F3', 'F4']",8010,0.1,4
C548,Lighting,8,LED 5000 luminious flux,"['c2', 'c3']",8,24.2,0.1,1020,24,Overloading,59,"['F1', 'F3', 'F4']",10209,0.2,5
C549,Coupler,9,Automatic,"['p1', 'p3']",7,32.9,0.2,1017,24,Corrosion,58,"['F1', 'F2', 'F3', 'F4']",11214,0.8,1
C550,Shaft,4,Carbon Steel,['c2'],2,33.4,0.2,1013,24,Fatigue,56,"['F1', 'F2', 'F3']",6808,0.5,5
C551,Pump,9,1000 l/m,"['p1', 'p3', 'c3']",1,35,0.3,1019,24,Mechanical Faults,58,['F2'],5519,0.7,3
C552,Pump,8,500 l/m,"['p2', 'p1', 'c2']",4,24.6,0.3,1014,24,Mechanical Faults,59,"['F1', 'F2', 'F4']",9588,0.9,3
C553,Axle,8,0.5 m,['c2'],3,36.6,0.1,1013,24,Corrosion,59,['F4'],7415,0.5,6
C554,Engine,9,300 HP,['c2'],6,31.5,0.5,1010,24,Corrosion,64,['F1'],5603,0.9,2
C555,Controller,4,48 V,['p3'],3,26.8,0.5,1010,24,Overloading,55,"['F1', 'F2', 'F3', 'F4']",10902,0.8,4
C556,Seal,10,Carbon,"['p2', 'p1', 'c1']",2,26.5,0.2,1016,24,Fatigue,59,['F4'],8100,0.2,8
C557,Throttle,5,Manual,"['c1', 'c3']",5,29.6,0.4,1013,24,Electrical Faults,56,"['F1', 'F3', 'F4']",7757,0.2,9
C558,Inverter,10,200 V,"['p3', 'c2']",7,29.7,0.1,1015,24,Lack of Lubrication,60,"['F1', 'F2']",6140,0.3,9
C559,Wheels,7,Steel,"['c2', 'c1']",1,28.4,0.3,1015,24,Overloading,66,"['F1', 'F2', 'F3']",5304,0.1,5
C560,Resistor,5,100 ohms,"['p1', 'c2']",5,35.4,0.4,1010,24,Electrical Faults,57,"['F1', 'F3', 'F4']",8956,0.2,2
C561,Panel,2,IP63,"['c1', 'c2']",5,35.8,0.3,1018,24,Electrical Faults,61,['F3'],6851,0.5,3
C562,Panel,5,IP65,['p2'],1,32.2,0.5,1017,24,Mechanical Faults,56,"['F1', 'F2', 'F3', 'F4']",11363,0.6,4
C563,Signaling,10,48 V,"['c1', 'c2']",7,35.5,0.5,1010,24,Corrosion,59,"['F2', 'F4']",7963,0.4,10
C564,Engine,6,500 HP,"['p2', 'p3']",8,32.6,0.3,1011,24,Overloading,57,"['F1', 'F2', 'F4']",9079,0.8,2
C565,Signaling,2,24 V,"['p3', 'p1', 'p2']",3,39.3,0.2,1010,24,Wear and Tear,60,"['F1', 'F2', 'F3', 'F4']",9527,0.8,1
C566,Wheels,2,Composite Iron,"['p3', 'c1']",7,30,0.5,1019,24,Wear and Tear,65,"['F1', 'F2', 'F3', 'F4']",11193,0.1,4
C567,Heat Exchanger,5,Cooling capacity 5000 BTU,"['p2', 'c1', 'p3']",7,24.7,0.3,1015,24,Mechanical Faults,55,"['F2', 'F3', 'F4']",6134,0.7,6
C568,Relay,4,Magnetic,"['p1', 'c3', 'c2']",4,33.8,0.2,1013,24,Fatigue,57,"['F1', 'F3']",10815,0.6,3
